year,month,P_anchoveta,P_sardina,P_jurel,Q_anchoveta,Q_sardina,Q_jurel,P_harina_FOB_CLP,Tipo_Cambio,Precio_USD,Date,IPC_index,P_anchoveta_real,P_sardina_real,P_jurel_real,P_FOB_real
2021,4,168097.5000000001,155398.3333333333,240000.00000000015,48236.96999999999,95610.4170000002,72246.508,1144939.672619047,707.845238095238,1617.5,2021-04-01,132.07638091165038,127272.94527584402,117657.92813272469,181713.0347935131,866876.9273629095
2021,5,176217.99999999985,160812.0000000001,240000.00000000015,41749.39,20628.112000000005,70916.72200000004,1216183.09625,712.2595,1707.5,2021-05-01,132.4726100543853,133022.2148772152,121392.64104027263,181169.5262148685,918063.8139089342
2021,6,189262.0000000001,159631.0000000001,240000.00000000015,15501.41700000001,5552.879000000003,65446.401000000005,1209696.5925,726.5445,1665,2021-06-01,132.6050826644397,142726.05257441907,120380.75524144887,180988.53767719134,912255.072123567
2021,7,144209.00000000006,144209.00000000006,240468.79084735792,3353.3509999999983,1719.8900000000003,37352.678,1220403.8244047617,750.440476190476,1626.25,2021-07-01,133.6659233257552,107887.63239868585,107887.63239868585,179902.8390065545,913025.3949845795
2021,8,161454.76344436253,594627.2499999998,241918.7045758998,52.107000000000006,5.588,795.2,1282817.3590909094,779.828181818182,1645,2021-08-01,134.20058701905822,120308.53741454489,443088.4120615322,180266.50251652344,955895.4901655777
2021,9,162024.31866984905,15223.122305918085,243377.36060240437,16.188000000000002,2.603,59.688,1292983.2142857136,783.62619047619,1650,2021-09-01,135.81099406328693,119301.32739794756,11209.050055862355,179202.98888983342,952046.057245699
2021,10,162605.43635763883,280313.0029254,244844.8116388164,338.657,4915.918000000001,9.5,1341390.424,813.9505,1648,2021-10-01,137.57653698610963,118192.70925103765,203750.58790271895,177969.89007183476,975013.9474258124
2021,11,161024.99999999997,145512.49999999994,246321.1107149103,7250.078000000004,19248.929999999986,72.262,1389588.342857143,812.624761904762,1710,2021-11-01,138.26441967104017,116461.63227178181,105242.18764755565,178152.2037997624,1005022.3666820885
2021,12,162192.00000000006,159705.40221447247,247806.3111802049,536.807,6931.9569999999985,31153.925999999996,1443507.2380952383,849.121904761905,1700,2021-12-01,139.3705350284085,116374.6698446266,114590.50665330303,177803.94624279335,1035733.440932118
2022,1,241975.05149953227,410807.03903645015,248504.5677600891,33.513,13.217,97014.66299999996,1419409.0735,822.05,1726.67,2022-01-01,141.0429814487494,171561.21418736345,291263.7231691848,176190.66557408802,1006366.3281364829
