"","ANIO","REG","MES","NM_RECURSO","Precio_ponderado","Q_total_consolidado","N_Plantas_Compradoras"
"610",2015,5,7,"SARDINA COMUN",1e+05,388.498,1
"611",2015,5,11,"SARDINA COMUN",1e+05,995.079,1
"612",2015,5,12,"SARDINA COMUN",1e+05,686.467,1
"613",2016,5,4,"SARDINA COMUN",1e+05,788,1
"614",2016,5,5,"SARDINA COMUN",1e+05,3077,1
"615",2016,5,6,"SARDINA COMUN",1e+05,466,1
"616",2016,5,7,"SARDINA COMUN",1e+05,541,1
"617",2017,5,3,"SARDINA COMUN",91527,440,1
"618",2017,5,4,"SARDINA COMUN",90000,1005,1
"619",2017,5,5,"SARDINA COMUN",90600,1017,1
"620",2017,5,6,"SARDINA COMUN",90000,549,1
"621",2018,5,3,"SARDINA COMUN",90000,1778.676,1
"622",2018,5,4,"SARDINA COMUN",90000,1871.937,1
"623",2018,5,7,"SARDINA COMUN",90000,14.236,1
"624",2018,5,11,"SARDINA COMUN",90000,903.216,1
"625",2018,5,12,"SARDINA COMUN",90000,135.376,1
"626",2019,5,4,"SARDINA COMUN",1e+05,235.59,1
"627",2019,5,5,"SARDINA COMUN",1e+05,621.68,1
"628",2019,5,6,"SARDINA COMUN",1e+05,295.06,1
"629",2019,5,7,"SARDINA COMUN",10000,0.73,1
"630",2019,5,11,"SARDINA COMUN",10000,3.33,1
"631",2019,5,12,"SARDINA COMUN",10000,125.94,1
"632",2020,5,4,"SARDINA COMUN",1e+05,373.377,1
"633",2012,5,8,"SARDINA ESPAÑOLA",59000,10,1
"634",2012,8,2,"ANCHOVETA",62000,10,1
"635",2012,8,3,"ANCHOVETA",65680.4949053857,2748,5
"636",2012,8,4,"ANCHOVETA",71625.9011328527,11652,5
"637",2012,8,5,"ANCHOVETA",73935.1691240243,4612,4
"638",2012,8,6,"ANCHOVETA",79257.5150300601,998,4
"639",2012,8,7,"ANCHOVETA",76176.4705882353,663,3
"640",2012,8,8,"ANCHOVETA",85886.524822695,141,3
"641",2012,8,9,"ANCHOVETA",84000,35,1
"642",2012,8,10,"ANCHOVETA",86921.8612818262,3417,5
"643",2012,8,11,"ANCHOVETA",86910.848305663,4397,4
"644",2012,8,12,"ANCHOVETA",95284.3295638126,2476,4
"645",2013,8,2,"ANCHOVETA",221303,3.641,1
"646",2013,8,3,"ANCHOVETA",91914.8502142493,8316.245,6
"647",2013,8,4,"ANCHOVETA",87400.4526601018,2798.126,3
"648",2013,8,5,"ANCHOVETA",93525.9681177288,1656.281,3
"649",2013,8,6,"ANCHOVETA",93043.807769648,1420.296,3
"650",2013,8,7,"ANCHOVETA",96677.1743897175,227.026,2
"651",2013,8,10,"ANCHOVETA",96830.4867808418,344.5,2
"652",2013,8,11,"ANCHOVETA",92241.1722427589,854.84,2
"653",2013,8,12,"ANCHOVETA",124334.551097446,1029.709,2
"654",2014,8,3,"ANCHOVETA",97765.4230333438,2680.349,4
"655",2014,8,4,"ANCHOVETA",100668.099164788,8806.392,4
"656",2014,8,5,"ANCHOVETA",103679.727296393,2977.093,2
"657",2014,8,6,"ANCHOVETA",101660,311.827,1
"658",2014,8,7,"ANCHOVETA",96266,2124.617,1
"659",2014,8,10,"ANCHOVETA",107642,451.657,1
"660",2014,8,11,"ANCHOVETA",119994,177.897,1
"661",2014,8,12,"ANCHOVETA",114530,47.281,1
"662",2016,8,3,"ANCHOVETA",129284.498954704,2870,2
"663",2016,8,4,"ANCHOVETA",127993.377289377,546,2
"664",2016,8,5,"ANCHOVETA",130000,27,1
"665",2017,8,3,"ANCHOVETA",1e+05,2395,2
"666",2017,8,4,"ANCHOVETA",130349,689,2
"667",2017,8,5,"ANCHOVETA",111783.856015779,507,2
"668",2017,8,6,"ANCHOVETA",130108,68,1
"669",2017,8,10,"ANCHOVETA",95000,318,1
"670",2017,8,11,"ANCHOVETA",96041,1746,1
"671",2017,8,12,"ANCHOVETA",97031,1405,1
"672",2018,8,2,"ANCHOVETA",215570,121.664,1
"673",2018,8,3,"ANCHOVETA",131071,2179.82,2
"674",2018,8,4,"ANCHOVETA",146955,2001.551,2
"675",2018,8,5,"ANCHOVETA",146284,690.259,1
"676",2018,8,6,"ANCHOVETA",155509,1422.888,1
"677",2018,8,10,"ANCHOVETA",139712,29.837,1
"678",2018,8,11,"ANCHOVETA",155022,734.372,1
"679",2018,8,12,"ANCHOVETA",179945,124.501,1
"680",2019,8,3,"ANCHOVETA",145888,3388.43,1
"681",2019,8,4,"ANCHOVETA",156103,4470.09,1
"682",2019,8,5,"ANCHOVETA",176030,1529.42,1
"683",2019,8,6,"ANCHOVETA",162996,576.91,1
"684",2019,8,7,"ANCHOVETA",84863,58.39,1
"685",2019,8,11,"ANCHOVETA",157711,3420.24,1
"686",2019,8,12,"ANCHOVETA",157064.796989076,1103.98,2
"687",2020,8,3,"ANCHOVETA",135960,549.851,2
"688",2020,8,4,"ANCHOVETA",162317,5394.834,2
"689",2020,8,5,"ANCHOVETA",180163,2146.339,2
"690",2020,8,6,"ANCHOVETA",172458,928.686,1
"691",2020,8,7,"ANCHOVETA",174124,852.523,1
"692",2020,8,11,"ANCHOVETA",191823,3814.971,1
"693",2020,8,12,"ANCHOVETA",263052,243.29,1
"694",2021,8,3,"ANCHOVETA",150719.231560719,11630.185,2
"695",2021,8,4,"ANCHOVETA",170640.079964694,3680.962,2
"696",2021,8,5,"ANCHOVETA",168692.224172117,4515.343,2
"697",2021,8,6,"ANCHOVETA",189262,935.946,1
"698",2021,8,7,"ANCHOVETA",144209,1013.878,1
"699",2021,8,11,"ANCHOVETA",161025,896.387,1
"700",2021,8,12,"ANCHOVETA",162192,81.723,1
"701",2022,8,3,"ANCHOVETA",163765.550819715,26705.876,2
"702",2022,8,4,"ANCHOVETA",175099.582980867,21036.289,2
"703",2022,8,5,"ANCHOVETA",183995.35989101,5880.886,2
"704",2022,8,6,"ANCHOVETA",192361.15629618,2752.844,2
"705",2022,8,7,"ANCHOVETA",228717,142.201,1
"706",2022,8,10,"ANCHOVETA",203429,76.189,1
"707",2022,8,11,"ANCHOVETA",179410.796049023,5512.864,2
"708",2022,8,12,"ANCHOVETA",140000,22.916,1
"709",2023,8,3,"ANCHOVETA",175983.320103959,11024.709,2
"710",2023,8,4,"ANCHOVETA",179682.661542684,15708.093,2
"711",2023,8,5,"ANCHOVETA",195882.426682197,11535.602,2
"712",2023,8,6,"ANCHOVETA",206333.693877391,9708.476,2
"713",2023,8,7,"ANCHOVETA",231000,1811.776,1
"714",2023,8,10,"ANCHOVETA",271000,423.358,1
"715",2023,8,11,"ANCHOVETA",219581.406165975,6802.298,2
"716",2023,8,12,"ANCHOVETA",195176.603893084,707.357,2
"717",2024,8,3,"ANCHOVETA",190000,2137.582,1
"718",2024,8,4,"ANCHOVETA",190000,1276.102,1
"719",2024,8,5,"ANCHOVETA",190000,3197.828,1
"720",2024,8,6,"ANCHOVETA",190000,47.861,1
"721",2012,8,1,"JUREL",186097.632108881,14401,4
"722",2012,8,2,"JUREL",208000,201,1
"723",2012,8,9,"JUREL",227000,1021,1
"724",2012,8,12,"JUREL",150000,1452,1
"725",2013,8,1,"JUREL",181769.496950142,8492.2,3
"726",2013,8,2,"JUREL",161076.969783567,9427.089,2
"727",2013,8,12,"JUREL",206600.368066627,1580.021,2
"728",2014,8,1,"JUREL",189993.094426792,9968.675,2
"729",2014,8,2,"JUREL",220000,3861.926,1
"730",2014,8,3,"JUREL",220000,1565.656,1
"731",2014,8,4,"JUREL",220000,5133.715,1
"732",2014,8,5,"JUREL",220000,1689.434,1
"733",2014,8,6,"JUREL",220000,297.951,1
"734",2014,8,8,"JUREL",220000,890.346,1
"735",2014,8,10,"JUREL",220000,871.877,1
"736",2014,8,12,"JUREL",220000,2621.12,1
"737",2015,8,2,"JUREL",2e+05,24.96,1
"738",2015,8,3,"JUREL",2e+05,205.852,1
"739",2015,8,5,"JUREL",2e+05,7715.591,1
"740",2015,8,12,"JUREL",176345,1845.197,1
"741",2016,8,1,"JUREL",391266.511572592,10931,2
"742",2016,8,2,"JUREL",405280.865290069,5085,2
"743",2016,8,3,"JUREL",2e+05,734,1
"744",2016,8,4,"JUREL",2e+05,3841,1
"745",2016,8,5,"JUREL",2e+05,2897,1
"746",2016,8,6,"JUREL",2e+05,3606,1
"747",2016,8,7,"JUREL",2e+05,511,1
"748",2016,8,12,"JUREL",2e+05,126,1
"749",2017,8,1,"JUREL",231200.868798688,4878,3
"750",2017,8,3,"JUREL",240000,2095,1
"751",2017,8,4,"JUREL",240000,2895,1
"752",2017,8,5,"JUREL",240000,3620,1
"753",2017,8,6,"JUREL",240000,3107,1
"754",2017,8,7,"JUREL",240000,2409,1
"755",2017,8,8,"JUREL",240000,1025,1
"756",2018,8,1,"JUREL",222489.860667748,25656.735175,4
"757",2018,8,2,"JUREL",228507.752477057,16437.074896,3
"758",2018,8,3,"JUREL",230000,3221.504,1
"759",2018,8,4,"JUREL",230000,4204.216,1
"760",2018,8,5,"JUREL",230000,4946.322,1
"761",2018,8,6,"JUREL",230000,2998.624,1
"762",2018,8,7,"JUREL",209571.969040017,8917.09282,2
"763",2018,8,8,"JUREL",210171.485472569,4468.935756,2
"764",2018,8,9,"JUREL",2e+05,80.23,1
"765",2018,8,12,"JUREL",211338.176073191,9468.13058,2
"766",2019,8,1,"JUREL",237792.828208741,11370.66,2
"767",2019,8,2,"JUREL",230000,5272.96,1
"768",2019,8,3,"JUREL",230000,5683.85,1
"769",2019,8,4,"JUREL",230000,5982.61,1
"770",2019,8,5,"JUREL",230000,3740.87,1
"771",2019,8,6,"JUREL",230000,3986.58,1
"772",2019,8,7,"JUREL",230000,997.57,1
"773",2019,8,12,"JUREL",230000,1800.34,1
"774",2020,8,1,"JUREL",240811.094034649,25999.14,3
"775",2020,8,2,"JUREL",220251.331949847,10768.928,2
"776",2020,8,3,"JUREL",189011.626997541,6540.729,2
"777",2020,8,4,"JUREL",189168.773132133,12422.006,3
"778",2020,8,5,"JUREL",180163,2794.661,1
"779",2020,8,6,"JUREL",213656.207279012,8228.04,2
"780",2020,8,7,"JUREL",210000,1684.06,1
"781",2021,8,1,"JUREL",240000,15788.829,2
"782",2021,8,2,"JUREL",240000,5414.895,1
"783",2021,8,3,"JUREL",240000,6944.81,1
"784",2021,8,4,"JUREL",240000,8102.28,1
"785",2021,8,5,"JUREL",240000,7515.71,1
"786",2021,8,6,"JUREL",240000,8210.85,1
"787",2022,8,11,"JUREL",245000,460.799,1
"788",2022,8,12,"JUREL",245000,1804.84,1
"789",2023,8,1,"JUREL",290000,12740.93,1
"790",2023,8,2,"JUREL",290000,21805.724,1
"791",2023,8,3,"JUREL",290000,1290.983,1
"792",2023,8,4,"JUREL",290000,5806.167,1
"793",2023,8,5,"JUREL",290000,15996.909,1
"794",2023,8,6,"JUREL",290000,4613.623,1
"795",2023,8,11,"JUREL",290000,3132.814,1
"796",2024,8,1,"JUREL",3e+05,20710.696,1
"797",2024,8,3,"JUREL",3e+05,9308.235,1
"798",2024,8,4,"JUREL",3e+05,19174.806,1
"799",2024,8,5,"JUREL",3e+05,9106.494,1
"800",2012,8,2,"SARDINA COMUN",68471.8242597899,10470,2
"801",2012,8,3,"SARDINA COMUN",66178.7141102769,128658,8
"802",2012,8,4,"SARDINA COMUN",70735.2914918311,100809,8
"803",2012,8,5,"SARDINA COMUN",76262.1717034566,25777,6
"804",2012,8,6,"SARDINA COMUN",83549.0306441526,15990,5
"805",2012,8,7,"SARDINA COMUN",77932.4024640657,24350,4
"806",2012,8,8,"SARDINA COMUN",83320.577451879,8728,4
"807",2012,8,9,"SARDINA COMUN",84000,1092,1
"808",2012,8,10,"SARDINA COMUN",85812.3712189895,24266,7
"809",2012,8,11,"SARDINA COMUN",87127.5824853531,51888,6
"810",2012,8,12,"SARDINA COMUN",89941.9143267063,24395,6
"811",2013,8,2,"SARDINA COMUN",149998,448.732,1
"812",2013,8,3,"SARDINA COMUN",115389.139166518,35775.2,8
"813",2013,8,4,"SARDINA COMUN",153671.207597049,10737.749,5
"814",2013,8,5,"SARDINA COMUN",134700.924074785,12011.912,5
"815",2013,8,6,"SARDINA COMUN",177714.953780725,6083.133,5
"816",2013,8,7,"SARDINA COMUN",159244.25570075,13946.541,3
"817",2013,8,10,"SARDINA COMUN",129977.700730399,5303.813,3
"818",2013,8,11,"SARDINA COMUN",209274.819484044,17026.157,3
"819",2013,8,12,"SARDINA COMUN",312459.495662063,11369.805,3
"820",2014,8,3,"SARDINA COMUN",89951.4500744901,79555.542,6
"821",2014,8,4,"SARDINA COMUN",92080.2377741462,44887.458,6
"822",2014,8,5,"SARDINA COMUN",96504.5219482218,21177.342,4
"823",2014,8,6,"SARDINA COMUN",96424.1940772372,18879.061,3
"824",2014,8,7,"SARDINA COMUN",95921.2019030401,17433.789,3
"825",2014,8,10,"SARDINA COMUN",103280.611704849,11905.562,3
"826",2014,8,11,"SARDINA COMUN",107879.043463009,9190.643,3
"827",2014,8,12,"SARDINA COMUN",121964.808259799,836.679,2
"828",2015,8,2,"SARDINA COMUN",1e+05,146.542,1
"829",2015,8,3,"SARDINA COMUN",119660.250439801,20178.415964,4
"830",2015,8,4,"SARDINA COMUN",112502.835013092,34631.669,4
"831",2015,8,5,"SARDINA COMUN",114376.889367338,22558.085,4
"832",2015,8,6,"SARDINA COMUN",103816.539488814,3730.031,2
"833",2015,8,7,"SARDINA COMUN",100747.204215675,1610.371,2
"834",2015,8,10,"SARDINA COMUN",129712,2660.977,1
"835",2015,8,11,"SARDINA COMUN",127986.279476598,13129.178,2
"836",2015,8,12,"SARDINA COMUN",126525.056226362,2510.246,2
"837",2016,8,2,"SARDINA COMUN",120000,3156,1
"838",2016,8,3,"SARDINA COMUN",120182.191865454,5827,2
"839",2016,8,4,"SARDINA COMUN",119163.402714932,884,2
"840",2016,8,5,"SARDINA COMUN",120000,1482,1
"841",2016,8,6,"SARDINA COMUN",120000,4946,1
"842",2016,8,7,"SARDINA COMUN",126616.035347777,7016,3
"843",2016,8,10,"SARDINA COMUN",121613.998812704,10107,3
"844",2016,8,11,"SARDINA COMUN",121985.788982804,20586,4
"845",2016,8,12,"SARDINA COMUN",119736.040765905,8095,4
"846",2017,8,2,"SARDINA COMUN",1e+05,1090,1
"847",2017,8,3,"SARDINA COMUN",103819.117943985,69338,4
"848",2017,8,4,"SARDINA COMUN",115341.177034312,11687,4
"849",2017,8,5,"SARDINA COMUN",110619.453700555,8823,4
"850",2017,8,6,"SARDINA COMUN",105749.422857143,1400,3
"851",2017,8,7,"SARDINA COMUN",97534.695260744,5887,5
"852",2017,8,10,"SARDINA COMUN",106444.96859401,9616,5
"853",2017,8,11,"SARDINA COMUN",133948.41295451,12706,5
"854",2017,8,12,"SARDINA COMUN",101519.723310985,3878,5
"855",2018,8,2,"SARDINA COMUN",174455.20454043,2076.191,2
"856",2018,8,3,"SARDINA COMUN",120035.140791393,76730.841,6
"857",2018,8,4,"SARDINA COMUN",126403.12472958,51220.304,6
"858",2018,8,5,"SARDINA COMUN",110376.622953065,15940.599,5
"859",2018,8,6,"SARDINA COMUN",132146.448201328,10406.319,4
"860",2018,8,7,"SARDINA COMUN",102807,69.04,1
"861",2018,8,10,"SARDINA COMUN",112693.171437213,3408.729,4
"862",2018,8,11,"SARDINA COMUN",120079.855000137,18301.107,5
"863",2018,8,12,"SARDINA COMUN",133103.00899812,2583.095,5
"864",2019,8,3,"SARDINA COMUN",121116.322489405,33608.67,4
"865",2019,8,4,"SARDINA COMUN",122120.115667552,21941.59,4
"866",2019,8,5,"SARDINA COMUN",117882.742868991,8440.25,4
"867",2019,8,6,"SARDINA COMUN",117276.925477249,1986.91,4
"868",2019,8,7,"SARDINA COMUN",112104.688790738,1913.15,3
"869",2019,8,11,"SARDINA COMUN",130243.397035719,9712.98,3
"870",2019,8,12,"SARDINA COMUN",134193.268295727,6249.82,5
"871",2020,8,3,"SARDINA COMUN",141541.969460139,9343.068,4
"872",2020,8,4,"SARDINA COMUN",151938.526792194,38920.833,4
"873",2020,8,5,"SARDINA COMUN",161253.761361986,13572.913,4
"874",2020,8,6,"SARDINA COMUN",153473.865925679,2052.757,3
"875",2020,8,7,"SARDINA COMUN",170707.411413584,834.97,2
"876",2020,8,11,"SARDINA COMUN",158105.359537206,4921.499,3
"877",2020,8,12,"SARDINA COMUN",169271.108007366,4068.204,3
"878",2021,8,3,"SARDINA COMUN",144425.82069893,44265.96,3
"879",2021,8,4,"SARDINA COMUN",147596.764706165,17259.547,3
"880",2021,8,5,"SARDINA COMUN",151221.001292936,2971.532,3
"881",2021,8,6,"SARDINA COMUN",176852.715758633,394.552,2
"882",2021,8,7,"SARDINA COMUN",144209,336.662,1
"883",2021,8,11,"SARDINA COMUN",147465.730344219,983.502,2
"884",2022,8,3,"SARDINA COMUN",182376,19420.5,1
"885",2022,8,4,"SARDINA COMUN",185527,4983.149,1
"886",2022,8,5,"SARDINA COMUN",197958,1262.83,1
"887",2022,8,6,"SARDINA COMUN",186367,562.275,1
"888",2022,8,7,"SARDINA COMUN",231917,163.366,1
"889",2022,8,10,"SARDINA COMUN",206435,1288.961,1
"890",2022,8,11,"SARDINA COMUN",186638.436469386,3188.148,2
"891",2022,8,12,"SARDINA COMUN",140000,121.379,1
"892",2023,8,3,"SARDINA COMUN",177881.757668779,51485.673,2
"893",2023,8,4,"SARDINA COMUN",186545.156404083,24271.585,2
"894",2023,8,5,"SARDINA COMUN",193971.282002447,8526.848,2
"895",2023,8,6,"SARDINA COMUN",207218.04274874,2324.934,2
"896",2023,8,7,"SARDINA COMUN",231000,367.149,1
"897",2023,8,10,"SARDINA COMUN",271000,207.792,1
"898",2023,8,11,"SARDINA COMUN",246000,3306.15,1
"899",2023,8,12,"SARDINA COMUN",223000,766.363,1
"900",2024,8,3,"SARDINA COMUN",190000,3112.291,1
"901",2024,8,4,"SARDINA COMUN",190000,498.119,1
"902",2024,8,5,"SARDINA COMUN",190000,262.32,1
"903",2024,8,6,"SARDINA COMUN",190000,2.792,1
"904",2016,10,1,"ANCHOVETA",117678,52,1
"905",2016,10,2,"ANCHOVETA",97867,199,1
"906",2016,10,3,"ANCHOVETA",121408,35,1
"907",2016,10,4,"ANCHOVETA",113888,99,1
"908",2014,10,2,"SARDINA COMUN",90170,28.03,1
"909",2014,10,3,"SARDINA COMUN",93150,56.55,1
"910",2014,10,4,"SARDINA COMUN",95420,32.6,1
"911",2014,10,5,"SARDINA COMUN",93070,104.74,1
"912",2014,10,7,"SARDINA COMUN",115460,323.072,1
"913",2014,10,8,"SARDINA COMUN",119060,25.4,1
"914",2014,10,11,"SARDINA COMUN",120656,1128.15,1
"915",2014,10,12,"SARDINA COMUN",130250,542.92,1
"916",2015,10,11,"SARDINA COMUN",129699,440.45,1
"917",2016,10,1,"SARDINA COMUN",117678,151,1
"918",2016,10,2,"SARDINA COMUN",97867,191,1
"919",2016,10,3,"SARDINA COMUN",121408,104,1
"920",2016,10,4,"SARDINA COMUN",113888,173,1
"921",2013,14,2,"ANCHOVETA",92055,109.821,1
"922",2013,14,3,"ANCHOVETA",91674,233.349,1
"923",2013,14,4,"ANCHOVETA",100221,439.697,1
"924",2013,14,5,"ANCHOVETA",106553,479.302,1
"925",2013,14,6,"ANCHOVETA",121400,950.223,1
"926",2013,14,7,"ANCHOVETA",111689,176.412,1
"927",2013,14,10,"ANCHOVETA",77819,10.699,1
"928",2013,14,11,"ANCHOVETA",84664,323.903,1
"929",2013,14,12,"ANCHOVETA",84480,588.212,1
"930",2014,14,2,"ANCHOVETA",88495,615.568,1
"931",2014,14,3,"ANCHOVETA",92640,117.158,1
"932",2014,14,4,"ANCHOVETA",95512,117.833,1
"933",2014,14,5,"ANCHOVETA",97304,60.785,1
"934",2014,14,6,"ANCHOVETA",97316,45.599,1
"935",2014,14,11,"ANCHOVETA",119784,43.675,1
"936",2015,14,7,"ANCHOVETA",119323,2.823,1
"937",2015,14,10,"ANCHOVETA",126881,9.297,1
"938",2015,14,11,"ANCHOVETA",129496,97.672,1
"939",2015,14,12,"ANCHOVETA",136479,238.945,1
"940",2018,14,10,"ANCHOVETA",126346,134.154,1
"941",2018,14,11,"ANCHOVETA",136231,122.456,1
"942",2018,14,12,"ANCHOVETA",159033,35.739,1
"943",2019,14,2,"ANCHOVETA",116019,9.41,1
"944",2019,14,3,"ANCHOVETA",140456,129.51,1
"945",2019,14,4,"ANCHOVETA",139136,112.12,1
"946",2019,14,5,"ANCHOVETA",134852,1034.24,1
"947",2019,14,6,"ANCHOVETA",135151,2486.1,1
"948",2019,14,7,"ANCHOVETA",182213,96.69,1
"949",2019,14,11,"ANCHOVETA",155229,1406.43,1
"950",2019,14,12,"ANCHOVETA",149748,849.16,1
"951",2020,14,2,"ANCHOVETA",124176,1714.996,1
"952",2020,14,3,"ANCHOVETA",134485,1136.609,1
"953",2020,14,4,"ANCHOVETA",145413,562.103,1
"954",2020,14,5,"ANCHOVETA",149787,1140.022,1
"955",2020,14,6,"ANCHOVETA",146279,585.258,1
"956",2020,14,2,"JUREL",2e+05,1084.462,1
"957",2012,14,2,"SARDINA COMUN",67000,7567,1
"958",2012,14,3,"SARDINA COMUN",62000,20491,1
"959",2012,14,4,"SARDINA COMUN",67000,16571,1
"960",2012,14,5,"SARDINA COMUN",74000,13048,1
"961",2012,14,6,"SARDINA COMUN",86000,2429,1
"962",2012,14,7,"SARDINA COMUN",79000,1934,1
"963",2012,14,8,"SARDINA COMUN",76000,5028,1
"964",2012,14,10,"SARDINA COMUN",78000,9263,1
"965",2012,14,11,"SARDINA COMUN",83000,21790,1
"966",2012,14,12,"SARDINA COMUN",93000,20076,1
"967",2013,14,2,"SARDINA COMUN",92055,7538.711,1
"968",2013,14,3,"SARDINA COMUN",91674,9363.041,1
"969",2013,14,4,"SARDINA COMUN",100221,6207.649,1
"970",2013,14,5,"SARDINA COMUN",106553,5176.485,1
"971",2013,14,6,"SARDINA COMUN",121400,2467.197,1
"972",2013,14,7,"SARDINA COMUN",111689,2761.511,1
"973",2013,14,10,"SARDINA COMUN",77819,1400.845,1
"974",2013,14,11,"SARDINA COMUN",84664,2814.552,1
"975",2013,14,12,"SARDINA COMUN",84480,7148.675,1
"976",2014,14,2,"SARDINA COMUN",88495,12416.103,1
"977",2014,14,3,"SARDINA COMUN",92640,21110.928,1
"978",2014,14,4,"SARDINA COMUN",95512,15619.315,1
"979",2014,14,5,"SARDINA COMUN",97304,6100.419,1
"980",2014,14,6,"SARDINA COMUN",97316,6490.854,1
"981",2014,14,7,"SARDINA COMUN",98674,7414.427,1
"982",2014,14,10,"SARDINA COMUN",118828,3055.354,1
"983",2014,14,11,"SARDINA COMUN",119784,10724.68,1
"984",2014,14,12,"SARDINA COMUN",127349,2373.725,1
"985",2015,14,7,"SARDINA COMUN",119323,2212.244,1
"986",2015,14,8,"SARDINA COMUN",124018,883.565,1
"987",2015,14,10,"SARDINA COMUN",126881,7691.029,1
"988",2015,14,11,"SARDINA COMUN",129496,3825.906,1
"989",2015,14,12,"SARDINA COMUN",136479,5940.495,1
"990",2018,14,7,"SARDINA COMUN",103055,1120.282,1
"991",2018,14,10,"SARDINA COMUN",126346,7401.209,1
"992",2018,14,11,"SARDINA COMUN",136231,8227.281,1
"993",2018,14,12,"SARDINA COMUN",159033,1912.666,1
"994",2019,14,2,"SARDINA COMUN",116079,11544.53,1
"995",2019,14,3,"SARDINA COMUN",140456,14532.45,1
"996",2019,14,4,"SARDINA COMUN",139862,11974.37,1
"997",2019,14,5,"SARDINA COMUN",134862,4653.36,1
"998",2019,14,6,"SARDINA COMUN",135151,2390.47,1
"999",2019,14,7,"SARDINA COMUN",182213,209.72,1
"1000",2019,14,11,"SARDINA COMUN",155229,7874.48,1
"1001",2019,14,12,"SARDINA COMUN",149748,8996.87,1
"1002",2020,14,2,"SARDINA COMUN",124176,5300.462,1
"1003",2020,14,3,"SARDINA COMUN",134485,8744.299,1
"1004",2020,14,4,"SARDINA COMUN",145413,9346.482,1
"1005",2020,14,5,"SARDINA COMUN",149787,5534.731,1
"1006",2020,14,6,"SARDINA COMUN",146279,2626.986,1
"1007",2012,15,1,"ANCHOVETA",105000,19,1
"1008",2012,15,2,"ANCHOVETA",99724.7706422018,218,2
"1009",2012,15,3,"ANCHOVETA",102638.888888889,180,2
"1010",2012,15,4,"ANCHOVETA",100454.545454545,88,2
"1011",2012,15,5,"ANCHOVETA",80000,4,1
"1012",2012,15,7,"ANCHOVETA",80000,3,1
"1013",2012,15,8,"ANCHOVETA",80000,5,1
"1014",2012,15,9,"ANCHOVETA",80000,4,1
"1015",2012,15,11,"ANCHOVETA",80000,4,1
"1016",2012,15,12,"ANCHOVETA",80000,4,1
"1017",2012,15,7,"JUREL",80000,1,1
"1018",2012,15,7,"SARDINA ESPAÑOLA",85000,1,1
