ANIO,MES,NM_RECURSO,Q_MACRO,Q_INDUSTRIAL,Q_ARTESANAL,N_REGIONES_ACTIVAS,SHARE_INDUSTRIAL,PRECIO_W,Q_MUESTRA_PRECIO,N_TRANSACCIONES,PRECIO_SD,FECHA
2012,1,ANCHOVETA,6.85,0,6.85,2,0,71830.56478405316,1204,5,20707.486568871656,2012-01-01
2012,2,ANCHOVETA,257.86599999999993,249.91999999999993,7.946,2,0.9691855459812461,67314.4253827707,21684,9,17127.787688756278,2012-02-01
2012,3,ANCHOVETA,6729.8769999999995,1053.2960000000005,5676.580999999999,5,0.15651043845229276,69513.48716282094,15385,18,14087.958980466055,2012-03-01
2012,4,ANCHOVETA,30577.223999999987,1966.032,28611.191999999988,6,0.064297269104612,69095.74993822584,24282,18,15135.66104582544,2012-04-01
2012,5,ANCHOVETA,10886.609000000002,737.2610000000001,10149.348000000002,5,0.06772182228644383,70350.14855961762,15482,16,11678.327505826051,2012-05-01
2012,6,ANCHOVETA,2786.3179999999998,548.9399999999999,2237.378,5,0.19701268842967673,82970.80111045013,20172,15,11833.366867826393,2012-06-01
2012,7,ANCHOVETA,2110.4800000000014,432.26499999999993,1678.215000000001,3,0.20481833516545983,88336.85076058655,29188,10,8796.463936024395,2012-07-01
2012,8,ANCHOVETA,302.07800000000003,238.087,63.99100000000001,4,0.7881639841365474,89441.5462465439,19169,9,8012.143561147944,2012-08-01
2012,9,ANCHOVETA,34.349,0,34.349,2,0,78376.67201712145,1869,5,9549.869109050658,2012-09-01
2012,10,ANCHOVETA,7392.5039999999935,384.88499999999993,7007.618999999993,3,0.05206422614042553,83944.14130263365,31705,15,9426.406677899211,2012-10-01
2012,11,ANCHOVETA,7308.017999999999,3794.542999999999,3513.475000000001,4,0.5192301113653524,94287.02131944644,34757,16,11295.832564859189,2012-11-01
2012,12,ANCHOVETA,4835.112999999999,3899.116999999999,935.9959999999996,3,0.8064169337924469,94719.12315095348,5611,13,11705.79518980411,2012-12-01
