ANIO,MES_TXT,RG,TONELADAS,NM_RECURSO,FLOTA,MES,FECHA,Limite_Superior,is_outlier_Q
2013,abr,8,11785.49099999999,SARDINA COMUN,ARTESANAL,4,2013-04-01,7571,TRUE
2013,abr,14,8409.471,SARDINA COMUN,ARTESANAL,4,2013-04-01,7571,TRUE
2013,abr,10,30.451,SARDINA COMUN,ARTESANAL,4,2013-04-01,7571,FALSE
2013,may,5,560.113,SARDINA COMUN,ARTESANAL,5,2013-05-01,7571,FALSE
2013,may,8,6536.956000000002,SARDINA COMUN,ARTESANAL,5,2013-05-01,7571,FALSE
2013,may,14,6300.6799999999985,SARDINA COMUN,ARTESANAL,5,2013-05-01,7571,FALSE
2013,may,10,19.703,SARDINA COMUN,ARTESANAL,5,2013-05-01,7571,FALSE
2013,jun,5,2.005,SARDINA COMUN,ARTESANAL,6,2013-06-01,7571,FALSE
2013,jun,8,4047.0289999999995,SARDINA COMUN,ARTESANAL,6,2013-06-01,7571,FALSE
2013,jun,14,2634.522999999999,SARDINA COMUN,ARTESANAL,6,2013-06-01,7571,FALSE
2013,jun,10,36.068,SARDINA COMUN,ARTESANAL,6,2013-06-01,7571,FALSE
2013,jul,8,26905.9,SARDINA COMUN,ARTESANAL,7,2013-07-01,7571,TRUE
2013,jul,14,2824.689000000001,SARDINA COMUN,ARTESANAL,7,2013-07-01,7571,FALSE
2013,jul,10,0.078,SARDINA COMUN,ARTESANAL,7,2013-07-01,7571,FALSE
2013,ago,10,5.5920000000000005,SARDINA COMUN,ARTESANAL,8,2013-08-01,7571,FALSE
2013,sept,7,2.79,SARDINA COMUN,ARTESANAL,9,2013-09-01,7571,FALSE
2013,sept,8,3.055,SARDINA COMUN,ARTESANAL,9,2013-09-01,7571,FALSE
2013,sept,14,0.018,SARDINA COMUN,ARTESANAL,9,2013-09-01,7571,FALSE
2013,sept,10,101.067,SARDINA COMUN,ARTESANAL,9,2013-09-01,7571,FALSE
2013,oct,8,6334.447999999998,SARDINA COMUN,ARTESANAL,10,2013-10-01,7571,FALSE
2013,oct,14,697.911,SARDINA COMUN,ARTESANAL,10,2013-10-01,7571,FALSE
2013,oct,10,96.55,SARDINA COMUN,ARTESANAL,10,2013-10-01,7571,FALSE
2013,nov,8,13264.015000000005,SARDINA COMUN,ARTESANAL,11,2013-11-01,7571,TRUE
2013,nov,9,1.2,SARDINA COMUN,ARTESANAL,11,2013-11-01,7571,FALSE
2013,nov,14,1899.0930000000003,SARDINA COMUN,ARTESANAL,11,2013-11-01,7571,FALSE
2013,nov,10,617.5269999999999,SARDINA COMUN,ARTESANAL,11,2013-11-01,7571,FALSE
2013,dic,14,7823.1219999999985,SARDINA COMUN,ARTESANAL,12,2013-12-01,7571,TRUE
2013,dic,10,454.99600000000004,SARDINA COMUN,ARTESANAL,12,2013-12-01,7571,FALSE
2014,ene,10,32.879000000000005,SARDINA COMUN,ARTESANAL,1,2014-01-01,7571,FALSE
2014,feb,8,5.178999999999999,SARDINA COMUN,ARTESANAL,2,2014-02-01,7571,FALSE
2014,feb,14,15833.325000000008,SARDINA COMUN,ARTESANAL,2,2014-02-01,7571,TRUE
2014,feb,10,143.386,SARDINA COMUN,ARTESANAL,2,2014-02-01,7571,FALSE
2014,mar,5,3294.202,SARDINA COMUN,ARTESANAL,3,2014-03-01,7571,FALSE
2014,mar,8,148530.39899999963,SARDINA COMUN,ARTESANAL,3,2014-03-01,7571,TRUE
2014,mar,9,0.31500000000000006,SARDINA COMUN,ARTESANAL,3,2014-03-01,7571,FALSE
2014,mar,14,25977.33799999998,SARDINA COMUN,ARTESANAL,3,2014-03-01,7571,TRUE
2014,mar,10,91.018,SARDINA COMUN,ARTESANAL,3,2014-03-01,7571,FALSE
2014,abr,5,3774.9539999999993,SARDINA COMUN,ARTESANAL,4,2014-04-01,7571,FALSE
2014,abr,8,84486.92799999997,SARDINA COMUN,ARTESANAL,4,2014-04-01,7571,TRUE
2014,abr,14,19291.46,SARDINA COMUN,ARTESANAL,4,2014-04-01,7571,TRUE
2014,abr,10,70.055,SARDINA COMUN,ARTESANAL,4,2014-04-01,7571,FALSE
2014,may,5,1567.0120000000002,SARDINA COMUN,ARTESANAL,5,2014-05-01,7571,FALSE
2014,may,8,19166.87200000002,SARDINA COMUN,ARTESANAL,5,2014-05-01,7571,TRUE
2014,may,9,0.42,SARDINA COMUN,ARTESANAL,5,2014-05-01,7571,FALSE
2014,may,14,8270.013000000004,SARDINA COMUN,ARTESANAL,5,2014-05-01,7571,TRUE
2014,may,10,378.10100000000006,SARDINA COMUN,ARTESANAL,5,2014-05-01,7571,FALSE
2014,jun,5,38.956,SARDINA COMUN,ARTESANAL,6,2014-06-01,7571,FALSE
2014,jun,8,17317.271000000022,SARDINA COMUN,ARTESANAL,6,2014-06-01,7571,TRUE
2014,jun,14,7600.862,SARDINA COMUN,ARTESANAL,6,2014-06-01,7571,TRUE
2014,jun,10,72.25999999999999,SARDINA COMUN,ARTESANAL,6,2014-06-01,7571,FALSE
2014,jul,8,24624.26099999999,SARDINA COMUN,ARTESANAL,7,2014-07-01,7571,TRUE
2014,jul,14,5084.569,SARDINA COMUN,ARTESANAL,7,2014-07-01,7571,FALSE
2014,jul,10,111.679,SARDINA COMUN,ARTESANAL,7,2014-07-01,7571,FALSE
2014,ago,8,0.47300000000000003,SARDINA COMUN,ARTESANAL,8,2014-08-01,7571,FALSE
2014,ago,14,0.226,SARDINA COMUN,ARTESANAL,8,2014-08-01,7571,FALSE
2014,ago,10,36.909000000000006,SARDINA COMUN,ARTESANAL,8,2014-08-01,7571,FALSE
2014,sept,8,0.373,SARDINA COMUN,ARTESANAL,9,2014-09-01,7571,FALSE
2014,sept,14,0.11,SARDINA COMUN,ARTESANAL,9,2014-09-01,7571,FALSE
2014,oct,8,25762.587000000025,SARDINA COMUN,ARTESANAL,10,2014-10-01,7571,TRUE
2014,oct,14,3989.163999999999,SARDINA COMUN,ARTESANAL,10,2014-10-01,7571,FALSE
2014,oct,10,4.646,SARDINA COMUN,ARTESANAL,10,2014-10-01,7571,FALSE
2014,nov,5,158.245,SARDINA COMUN,ARTESANAL,11,2014-11-01,7571,FALSE
2014,nov,8,20985.190000000006,SARDINA COMUN,ARTESANAL,11,2014-11-01,7571,TRUE
2014,nov,14,15754.63999999998,SARDINA COMUN,ARTESANAL,11,2014-11-01,7571,TRUE
2014,nov,10,166.92200000000003,SARDINA COMUN,ARTESANAL,11,2014-11-01,7571,FALSE
2014,dic,5,113.241,SARDINA COMUN,ARTESANAL,12,2014-12-01,7571,FALSE
2014,dic,8,1967.4080000000001,SARDINA COMUN,ARTESANAL,12,2014-12-01,7571,FALSE
2014,dic,14,3191.4349999999986,SARDINA COMUN,ARTESANAL,12,2014-12-01,7571,FALSE
2014,dic,10,188.515,SARDINA COMUN,ARTESANAL,12,2014-12-01,7571,FALSE
2015,ene,8,0.063,SARDINA COMUN,ARTESANAL,1,2015-01-01,7571,FALSE
2015,ene,10,202.98399999999998,SARDINA COMUN,ARTESANAL,1,2015-01-01,7571,FALSE
2015,feb,5,0.022,SARDINA COMUN,ARTESANAL,2,2015-02-01,7571,FALSE
2015,feb,8,0.5119999999999999,SARDINA COMUN,ARTESANAL,2,2015-02-01,7571,FALSE
2015,feb,14,16752.824000000008,SARDINA COMUN,ARTESANAL,2,2015-02-01,7571,TRUE
2015,feb,10,110.93599999999999,SARDINA COMUN,ARTESANAL,2,2015-02-01,7571,FALSE
2015,mar,5,71.29,SARDINA COMUN,ARTESANAL,3,2015-03-01,7571,FALSE
2015,mar,8,22886.781000000014,SARDINA COMUN,ARTESANAL,3,2015-03-01,7571,TRUE
2015,mar,9,0.03,SARDINA COMUN,ARTESANAL,3,2015-03-01,7571,FALSE
2015,mar,14,15155.082999999999,SARDINA COMUN,ARTESANAL,3,2015-03-01,7571,TRUE
2015,mar,10,78.868,SARDINA COMUN,ARTESANAL,3,2015-03-01,7571,FALSE
2015,abr,5,2073.4210000000003,SARDINA COMUN,ARTESANAL,4,2015-04-01,7571,FALSE
2015,abr,8,91590.04200000007,SARDINA COMUN,ARTESANAL,4,2015-04-01,7571,TRUE
2015,abr,14,4687.629000000001,SARDINA COMUN,ARTESANAL,4,2015-04-01,7571,FALSE
2015,abr,10,1.54,SARDINA COMUN,ARTESANAL,4,2015-04-01,7571,FALSE
2015,may,5,2936.4010000000007,SARDINA COMUN,ARTESANAL,5,2015-05-01,7571,FALSE
2015,may,8,63219.278999999995,SARDINA COMUN,ARTESANAL,5,2015-05-01,7571,TRUE
2015,may,9,0.3,SARDINA COMUN,ARTESANAL,5,2015-05-01,7571,FALSE
2015,may,14,3123.1699999999983,SARDINA COMUN,ARTESANAL,5,2015-05-01,7571,FALSE
2015,may,10,22.662999999999997,SARDINA COMUN,ARTESANAL,5,2015-05-01,7571,FALSE
2015,jun,5,20.648,SARDINA COMUN,ARTESANAL,6,2015-06-01,7571,FALSE
2015,jun,8,6482.515000000001,SARDINA COMUN,ARTESANAL,6,2015-06-01,7571,FALSE
2015,jun,14,4026.2880000000005,SARDINA COMUN,ARTESANAL,6,2015-06-01,7571,FALSE
2015,jun,10,44.584999999999994,SARDINA COMUN,ARTESANAL,6,2015-06-01,7571,FALSE
2015,jul,5,388.49799999999993,SARDINA COMUN,ARTESANAL,7,2015-07-01,7571,FALSE
2015,jul,8,7728.583000000006,SARDINA COMUN,ARTESANAL,7,2015-07-01,7571,TRUE
2015,jul,14,2889.663999999999,SARDINA COMUN,ARTESANAL,7,2015-07-01,7571,FALSE
2015,jul,10,71.11099999999999,SARDINA COMUN,ARTESANAL,7,2015-07-01,7571,FALSE
2015,ago,8,2094.9950000000013,SARDINA COMUN,ARTESANAL,8,2015-08-01,7571,FALSE
2015,ago,14,1342.2000000000003,SARDINA COMUN,ARTESANAL,8,2015-08-01,7571,FALSE
2015,ago,10,12.690000000000001,SARDINA COMUN,ARTESANAL,8,2015-08-01,7571,FALSE
2015,sept,8,7.582000000000001,SARDINA COMUN,ARTESANAL,9,2015-09-01,7571,FALSE
2015,sept,14,0.07,SARDINA COMUN,ARTESANAL,9,2015-09-01,7571,FALSE
2015,sept,10,17.208,SARDINA COMUN,ARTESANAL,9,2015-09-01,7571,FALSE
2015,oct,8,0.6439999999999999,SARDINA COMUN,ARTESANAL,10,2015-10-01,7571,FALSE
2015,oct,14,9825.02,SARDINA COMUN,ARTESANAL,10,2015-10-01,7571,TRUE
2015,oct,10,5.445,SARDINA COMUN,ARTESANAL,10,2015-10-01,7571,FALSE
2015,nov,5,1062.138,SARDINA COMUN,ARTESANAL,11,2015-11-01,7571,FALSE
2015,nov,8,64916.5800000002,SARDINA COMUN,ARTESANAL,11,2015-11-01,7571,TRUE
2015,nov,9,0.45,SARDINA COMUN,ARTESANAL,11,2015-11-01,7571,FALSE
2015,nov,14,5693.389,SARDINA COMUN,ARTESANAL,11,2015-11-01,7571,FALSE
2015,nov,10,82.595,SARDINA COMUN,ARTESANAL,11,2015-11-01,7571,FALSE
2015,dic,5,665.2550000000001,SARDINA COMUN,ARTESANAL,12,2015-12-01,7571,FALSE
2015,dic,8,15169.845999999992,SARDINA COMUN,ARTESANAL,12,2015-12-01,7571,TRUE
2015,dic,14,6631.583,SARDINA COMUN,ARTESANAL,12,2015-12-01,7571,FALSE
2015,dic,10,376.0890000000001,SARDINA COMUN,ARTESANAL,12,2015-12-01,7571,FALSE
2016,ene,8,0.08600000000000001,SARDINA COMUN,ARTESANAL,1,2016-01-01,7571,FALSE
2016,ene,14,0.12,SARDINA COMUN,ARTESANAL,1,2016-01-01,7571,FALSE
2016,ene,10,239.66299999999998,SARDINA COMUN,ARTESANAL,1,2016-01-01,7571,FALSE
2016,feb,8,0.17700000000000002,SARDINA COMUN,ARTESANAL,2,2016-02-01,7571,FALSE
2016,feb,14,14968.367000000004,SARDINA COMUN,ARTESANAL,2,2016-02-01,7571,TRUE
2016,feb,10,770.9180000000005,SARDINA COMUN,ARTESANAL,2,2016-02-01,7571,FALSE
2016,mar,8,17716.720000000012,SARDINA COMUN,ARTESANAL,3,2016-03-01,7571,TRUE
2016,mar,14,7121.178,SARDINA COMUN,ARTESANAL,3,2016-03-01,7571,FALSE
2016,mar,10,75.94200000000001,SARDINA COMUN,ARTESANAL,3,2016-03-01,7571,FALSE
2016,abr,5,1282.0269999999998,SARDINA COMUN,ARTESANAL,4,2016-04-01,7571,FALSE
2016,abr,8,9037.236000000006,SARDINA COMUN,ARTESANAL,4,2016-04-01,7571,TRUE
2016,abr,14,5751.4180000000015,SARDINA COMUN,ARTESANAL,4,2016-04-01,7571,FALSE
2016,abr,10,234.26599999999996,SARDINA COMUN,ARTESANAL,4,2016-04-01,7571,FALSE
2016,may,5,2671.397,SARDINA COMUN,ARTESANAL,5,2016-05-01,7571,FALSE
2016,may,8,6985.814000000004,SARDINA COMUN,ARTESANAL,5,2016-05-01,7571,FALSE
2016,may,9,0.2,SARDINA COMUN,ARTESANAL,5,2016-05-01,7571,FALSE
2016,may,14,13536.824000000008,SARDINA COMUN,ARTESANAL,5,2016-05-01,7571,TRUE
2016,may,10,306.319,SARDINA COMUN,ARTESANAL,5,2016-05-01,7571,FALSE
2016,jun,5,377.962,SARDINA COMUN,ARTESANAL,6,2016-06-01,7571,FALSE
2016,jun,8,6646.7789999999995,SARDINA COMUN,ARTESANAL,6,2016-06-01,7571,FALSE
2016,jun,14,7219.142000000001,SARDINA COMUN,ARTESANAL,6,2016-06-01,7571,FALSE
2016,jun,10,527.775,SARDINA COMUN,ARTESANAL,6,2016-06-01,7571,FALSE
2016,jul,5,541.3190000000001,SARDINA COMUN,ARTESANAL,7,2016-07-01,7571,FALSE
2016,jul,8,5071.998999999998,SARDINA COMUN,ARTESANAL,7,2016-07-01,7571,FALSE
2016,jul,14,4724.306,SARDINA COMUN,ARTESANAL,7,2016-07-01,7571,FALSE
2016,jul,10,444.383,SARDINA COMUN,ARTESANAL,7,2016-07-01,7571,FALSE
2016,ago,10,69.98700000000002,SARDINA COMUN,ARTESANAL,8,2016-08-01,7571,FALSE
2016,sept,8,134.519,SARDINA COMUN,ARTESANAL,9,2016-09-01,7571,FALSE
2016,sept,14,33.283,SARDINA COMUN,ARTESANAL,9,2016-09-01,7571,FALSE
2016,sept,10,25.502000000000002,SARDINA COMUN,ARTESANAL,9,2016-09-01,7571,FALSE
2016,oct,8,8.747999999999998,SARDINA COMUN,ARTESANAL,10,2016-10-01,7571,FALSE
2016,oct,9,0.3,SARDINA COMUN,ARTESANAL,10,2016-10-01,7571,FALSE
2016,oct,14,11045.192000000005,SARDINA COMUN,ARTESANAL,10,2016-10-01,7571,TRUE
2016,oct,10,12.251000000000001,SARDINA COMUN,ARTESANAL,10,2016-10-01,7571,FALSE
2016,nov,8,45220.541000000034,SARDINA COMUN,ARTESANAL,11,2016-11-01,7571,TRUE
2016,nov,14,8954.148000000001,SARDINA COMUN,ARTESANAL,11,2016-11-01,7571,TRUE
2016,nov,10,2.425,SARDINA COMUN,ARTESANAL,11,2016-11-01,7571,FALSE
2016,dic,8,11742.929000000004,SARDINA COMUN,ARTESANAL,12,2016-12-01,7571,TRUE
2016,dic,14,10943.232999999997,SARDINA COMUN,ARTESANAL,12,2016-12-01,7571,TRUE
2016,dic,10,122.59400000000002,SARDINA COMUN,ARTESANAL,12,2016-12-01,7571,FALSE
2017,ene,8,0.10300000000000001,SARDINA COMUN,ARTESANAL,1,2017-01-01,7571,FALSE
2017,ene,14,0.161,SARDINA COMUN,ARTESANAL,1,2017-01-01,7571,FALSE
2017,ene,10,180.938,SARDINA COMUN,ARTESANAL,1,2017-01-01,7571,FALSE
2017,feb,8,0.16900000000000004,SARDINA COMUN,ARTESANAL,2,2017-02-01,7571,FALSE
2017,feb,9,0.2,SARDINA COMUN,ARTESANAL,2,2017-02-01,7571,FALSE
2017,feb,14,10241.215,SARDINA COMUN,ARTESANAL,2,2017-02-01,7571,TRUE
2017,feb,10,2251.518,SARDINA COMUN,ARTESANAL,2,2017-02-01,7571,FALSE
2017,mar,5,439.681,SARDINA COMUN,ARTESANAL,3,2017-03-01,7571,FALSE
2017,mar,8,155239.9879999997,SARDINA COMUN,ARTESANAL,3,2017-03-01,7571,TRUE
2017,mar,9,0.026,SARDINA COMUN,ARTESANAL,3,2017-03-01,7571,FALSE
2017,mar,14,8804.454000000002,SARDINA COMUN,ARTESANAL,3,2017-03-01,7571,TRUE
2017,mar,10,1174.966,SARDINA COMUN,ARTESANAL,3,2017-03-01,7571,FALSE
2017,abr,5,1004.5939999999999,SARDINA COMUN,ARTESANAL,4,2017-04-01,7571,FALSE
2017,abr,8,26752.988999999983,SARDINA COMUN,ARTESANAL,4,2017-04-01,7571,TRUE
2017,abr,14,6213.954000000001,SARDINA COMUN,ARTESANAL,4,2017-04-01,7571,FALSE
2017,abr,10,2,SARDINA COMUN,ARTESANAL,4,2017-04-01,7571,FALSE
2017,may,5,1081.9380000000003,SARDINA COMUN,ARTESANAL,5,2017-05-01,7571,FALSE
2017,may,8,19001.623000000032,SARDINA COMUN,ARTESANAL,5,2017-05-01,7571,TRUE
2017,may,9,0.06,SARDINA COMUN,ARTESANAL,5,2017-05-01,7571,FALSE
2017,may,14,9355.143999999997,SARDINA COMUN,ARTESANAL,5,2017-05-01,7571,TRUE
2017,may,10,1336.7259999999999,SARDINA COMUN,ARTESANAL,5,2017-05-01,7571,FALSE
2017,jun,5,483.835,SARDINA COMUN,ARTESANAL,6,2017-06-01,7571,FALSE
2017,jun,8,8594.157000000001,SARDINA COMUN,ARTESANAL,6,2017-06-01,7571,TRUE
2017,jun,14,3446.725000000001,SARDINA COMUN,ARTESANAL,6,2017-06-01,7571,FALSE
2017,jun,10,440.615,SARDINA COMUN,ARTESANAL,6,2017-06-01,7571,FALSE
2017,jul,8,10473.953999999998,SARDINA COMUN,ARTESANAL,7,2017-07-01,7571,TRUE
2017,jul,14,2161.7119999999995,SARDINA COMUN,ARTESANAL,7,2017-07-01,7571,FALSE
2017,jul,10,239.61000000000007,SARDINA COMUN,ARTESANAL,7,2017-07-01,7571,FALSE
2017,ago,10,88.89199999999997,SARDINA COMUN,ARTESANAL,8,2017-08-01,7571,FALSE
2017,sept,8,0.6150000000000002,SARDINA COMUN,ARTESANAL,9,2017-09-01,7571,FALSE
2017,sept,14,0.37999999999999995,SARDINA COMUN,ARTESANAL,9,2017-09-01,7571,FALSE
2017,sept,10,11.52,SARDINA COMUN,ARTESANAL,9,2017-09-01,7571,FALSE
2017,oct,8,3762.888,SARDINA COMUN,ARTESANAL,10,2017-10-01,7571,FALSE
2017,oct,14,5693.7699999999995,SARDINA COMUN,ARTESANAL,10,2017-10-01,7571,FALSE
2017,oct,10,35.464,SARDINA COMUN,ARTESANAL,10,2017-10-01,7571,FALSE
2017,nov,5,167.80100000000004,SARDINA COMUN,ARTESANAL,11,2017-11-01,7571,FALSE
2017,nov,8,18470.85300000003,SARDINA COMUN,ARTESANAL,11,2017-11-01,7571,TRUE
2017,nov,14,6977.837000000004,SARDINA COMUN,ARTESANAL,11,2017-11-01,7571,FALSE
2017,nov,10,18.344,SARDINA COMUN,ARTESANAL,11,2017-11-01,7571,FALSE
2017,dic,8,6877.044000000007,SARDINA COMUN,ARTESANAL,12,2017-12-01,7571,FALSE
2017,dic,14,6751.161,SARDINA COMUN,ARTESANAL,12,2017-12-01,7571,FALSE
2017,dic,10,232.22700000000003,SARDINA COMUN,ARTESANAL,12,2017-12-01,7571,FALSE
2018,ene,8,0.043,SARDINA COMUN,ARTESANAL,1,2018-01-01,7571,FALSE
2018,ene,9,0.004,SARDINA COMUN,ARTESANAL,1,2018-01-01,7571,FALSE
2018,ene,14,0.17999999999999997,SARDINA COMUN,ARTESANAL,1,2018-01-01,7571,FALSE
2018,ene,10,1.7,SARDINA COMUN,ARTESANAL,1,2018-01-01,7571,FALSE
2018,feb,8,0.43200000000000005,SARDINA COMUN,ARTESANAL,2,2018-02-01,7571,FALSE
2018,feb,9,0.04,SARDINA COMUN,ARTESANAL,2,2018-02-01,7571,FALSE
2018,feb,14,8505.243999999999,SARDINA COMUN,ARTESANAL,2,2018-02-01,7571,TRUE
2018,feb,10,33.086,SARDINA COMUN,ARTESANAL,2,2018-02-01,7571,FALSE
2018,mar,5,1778.6760000000004,SARDINA COMUN,ARTESANAL,3,2018-03-01,7571,FALSE
2018,mar,8,116479.46100000007,SARDINA COMUN,ARTESANAL,3,2018-03-01,7571,TRUE
2018,mar,14,7943.113,SARDINA COMUN,ARTESANAL,3,2018-03-01,7571,TRUE
2018,mar,10,0.53,SARDINA COMUN,ARTESANAL,3,2018-03-01,7571,FALSE
2018,abr,5,1871.9370000000001,SARDINA COMUN,ARTESANAL,4,2018-04-01,7571,FALSE
2018,abr,8,68473.51500000001,SARDINA COMUN,ARTESANAL,4,2018-04-01,7571,TRUE
2018,abr,14,5054.744000000001,SARDINA COMUN,ARTESANAL,4,2018-04-01,7571,FALSE
2018,abr,10,4,SARDINA COMUN,ARTESANAL,4,2018-04-01,7571,FALSE
2018,may,8,25749.916999999972,SARDINA COMUN,ARTESANAL,5,2018-05-01,7571,TRUE
2018,may,14,5382.951999999999,SARDINA COMUN,ARTESANAL,5,2018-05-01,7571,FALSE
2018,may,10,38.369,SARDINA COMUN,ARTESANAL,5,2018-05-01,7571,FALSE
2018,jun,8,18939.464000000004,SARDINA COMUN,ARTESANAL,6,2018-06-01,7571,TRUE
2018,jun,14,4254.147,SARDINA COMUN,ARTESANAL,6,2018-06-01,7571,FALSE
2018,jun,10,230.19799999999998,SARDINA COMUN,ARTESANAL,6,2018-06-01,7571,FALSE
2018,jul,5,14.236,SARDINA COMUN,ARTESANAL,7,2018-07-01,7571,FALSE
2018,jul,8,69.04,SARDINA COMUN,ARTESANAL,7,2018-07-01,7571,FALSE
2018,jul,14,1120.2820000000002,SARDINA COMUN,ARTESANAL,7,2018-07-01,7571,FALSE
2018,jul,10,139.921,SARDINA COMUN,ARTESANAL,7,2018-07-01,7571,FALSE
2018,ago,8,7.023999999999999,SARDINA COMUN,ARTESANAL,8,2018-08-01,7571,FALSE
2018,ago,14,0.14,SARDINA COMUN,ARTESANAL,8,2018-08-01,7571,FALSE
2018,ago,10,42.102000000000004,SARDINA COMUN,ARTESANAL,8,2018-08-01,7571,FALSE
2018,sept,8,2.9539999999999997,SARDINA COMUN,ARTESANAL,9,2018-09-01,7571,FALSE
2018,sept,14,0.13,SARDINA COMUN,ARTESANAL,9,2018-09-01,7571,FALSE
2018,sept,10,158.532,SARDINA COMUN,ARTESANAL,9,2018-09-01,7571,FALSE
2018,oct,8,3659.9050000000007,SARDINA COMUN,ARTESANAL,10,2018-10-01,7571,FALSE
2018,oct,14,6809.922999999996,SARDINA COMUN,ARTESANAL,10,2018-10-01,7571,FALSE
2018,oct,10,0.004,SARDINA COMUN,ARTESANAL,10,2018-10-01,7571,FALSE
2018,nov,5,987.1539999999998,SARDINA COMUN,ARTESANAL,11,2018-11-01,7571,FALSE
2018,nov,8,36996.39100000007,SARDINA COMUN,ARTESANAL,11,2018-11-01,7571,TRUE
2018,nov,14,8861.935000000001,SARDINA COMUN,ARTESANAL,11,2018-11-01,7571,TRUE
2018,dic,5,51.437999999999995,SARDINA COMUN,ARTESANAL,12,2018-12-01,7571,FALSE
2018,dic,8,5772.000000000002,SARDINA COMUN,ARTESANAL,12,2018-12-01,7571,FALSE
2018,dic,14,1919.2160000000001,SARDINA COMUN,ARTESANAL,12,2018-12-01,7571,FALSE
2018,dic,10,20.876,SARDINA COMUN,ARTESANAL,12,2018-12-01,7571,FALSE
2019,ene,8,1.1,SARDINA COMUN,ARTESANAL,1,2019-01-01,7571,FALSE
2019,ene,10,52.02,SARDINA COMUN,ARTESANAL,1,2019-01-01,7571,FALSE
2019,feb,8,3.2179999999999995,SARDINA COMUN,ARTESANAL,2,2019-02-01,7571,FALSE
2019,feb,9,0.24000000000000002,SARDINA COMUN,ARTESANAL,2,2019-02-01,7571,FALSE
2019,feb,14,12826.72,SARDINA COMUN,ARTESANAL,2,2019-02-01,7571,TRUE
2019,feb,10,111.83099999999999,SARDINA COMUN,ARTESANAL,2,2019-02-01,7571,FALSE
2019,mar,8,93822.8290000003,SARDINA COMUN,ARTESANAL,3,2019-03-01,7571,TRUE
2019,mar,14,13317.113999999998,SARDINA COMUN,ARTESANAL,3,2019-03-01,7571,TRUE
2019,mar,10,101.383,SARDINA COMUN,ARTESANAL,3,2019-03-01,7571,FALSE
2019,abr,5,235.608,SARDINA COMUN,ARTESANAL,4,2019-04-01,7571,FALSE
2019,abr,8,53243.647999999965,SARDINA COMUN,ARTESANAL,4,2019-04-01,7571,TRUE
2019,abr,14,12122.059999999996,SARDINA COMUN,ARTESANAL,4,2019-04-01,7571,TRUE
2019,abr,10,16,SARDINA COMUN,ARTESANAL,4,2019-04-01,7571,FALSE
2019,may,5,621.745,SARDINA COMUN,ARTESANAL,5,2019-05-01,7571,FALSE
2019,may,8,27061.703000000016,SARDINA COMUN,ARTESANAL,5,2019-05-01,7571,TRUE
2019,may,14,4515.277,SARDINA COMUN,ARTESANAL,5,2019-05-01,7571,FALSE
2019,may,10,44.132999999999996,SARDINA COMUN,ARTESANAL,5,2019-05-01,7571,FALSE
2019,jun,5,295.07899999999995,SARDINA COMUN,ARTESANAL,6,2019-06-01,7571,FALSE
2019,jun,8,11263.937000000009,SARDINA COMUN,ARTESANAL,6,2019-06-01,7571,TRUE
2019,jun,14,2390.5260000000007,SARDINA COMUN,ARTESANAL,6,2019-06-01,7571,FALSE
2019,jun,10,93.47999999999999,SARDINA COMUN,ARTESANAL,6,2019-06-01,7571,FALSE
2019,jul,5,0.73,SARDINA COMUN,ARTESANAL,7,2019-07-01,7571,FALSE
2019,jul,8,6445.684999999996,SARDINA COMUN,ARTESANAL,7,2019-07-01,7571,FALSE
2019,jul,14,209.731,SARDINA COMUN,ARTESANAL,7,2019-07-01,7571,FALSE
2019,jul,10,107.144,SARDINA COMUN,ARTESANAL,7,2019-07-01,7571,FALSE
2019,ago,8,1.8729999999999998,SARDINA COMUN,ARTESANAL,8,2019-08-01,7571,FALSE
2019,ago,14,0.07,SARDINA COMUN,ARTESANAL,8,2019-08-01,7571,FALSE
2019,ago,10,8.197,SARDINA COMUN,ARTESANAL,8,2019-08-01,7571,FALSE
2019,sept,8,0.08399999999999999,SARDINA COMUN,ARTESANAL,9,2019-09-01,7571,FALSE
2019,sept,14,0.039,SARDINA COMUN,ARTESANAL,9,2019-09-01,7571,FALSE
2019,sept,10,14.067999999999998,SARDINA COMUN,ARTESANAL,9,2019-09-01,7571,FALSE
2019,oct,8,0.10100000000000002,SARDINA COMUN,ARTESANAL,10,2019-10-01,7571,FALSE
2019,oct,9,0.03,SARDINA COMUN,ARTESANAL,10,2019-10-01,7571,FALSE
2019,oct,14,0.105,SARDINA COMUN,ARTESANAL,10,2019-10-01,7571,FALSE
2019,oct,10,4.533,SARDINA COMUN,ARTESANAL,10,2019-10-01,7571,FALSE
2019,nov,5,3.33,SARDINA COMUN,ARTESANAL,11,2019-11-01,7571,FALSE
2019,nov,8,37203.08200000002,SARDINA COMUN,ARTESANAL,11,2019-11-01,7571,TRUE
2019,nov,14,8192.721000000001,SARDINA COMUN,ARTESANAL,11,2019-11-01,7571,TRUE
2019,nov,10,24.592,SARDINA COMUN,ARTESANAL,11,2019-11-01,7571,FALSE
2019,dic,5,125.97900000000001,SARDINA COMUN,ARTESANAL,12,2019-12-01,7571,FALSE
2019,dic,8,21503.30799999999,SARDINA COMUN,ARTESANAL,12,2019-12-01,7571,TRUE
2019,dic,14,8680.412000000004,SARDINA COMUN,ARTESANAL,12,2019-12-01,7571,TRUE
